state	Tree Height	Time of maximum lineages	Slope ratio for LTT plot	Colless tree-imbalance	External/Internal ratio	
82	0.10656570926462945	0.008222447148139078	0.08360966446688903	0.18873239436619718	0.9331387616227163	
83	0.10402695673905633	0.01109341265787446	0.11936930596538788	0.19718309859154928	0.8362876312091538	
84	0.07613279462004162	0.008649177267855856	0.12816706642617037	0.2237424547283702	1.0778246350243428	
85	0.08175283928166478	0.008416853164865123	0.11477111866280623	0.2535211267605634	1.2140368712088505	
86	0.09967261688968831	0.01108253425883983	0.12509903964104346	0.12434607645875251	0.8310709605193387	
87	0.1046641019464691	0.008477361534529368	0.08813440915268884	0.12354124748490945	0.7710964348647508	
88	0.10381155378934642	0.008977133610931554	0.09466113246691021	0.23299798792756538	1.0012672237940357	
89	0.09550979827288333	0.008474968452343926	0.09737444733124431	0.14124748490945674	0.9654693458731362	
90	0.09727627767533786	0.011262092939227697	0.13093297313436822	0.22897384305835009	1.2154092802297425	
91	0.09380907298977566	0.008407625353862733	0.09844827677519563	0.12877263581488935	0.8329543753382379	
92	0.11728982933791902	0.008484641891640124	0.07798012292225776	0.13883299798792756	0.6360605927765468	
93	0.11438734080402714	0.008271164447277282	0.0779444259230621	0.17464788732394365	0.8076097174923451	
94	0.10761949682199808	0.011003100032525859	0.11388439641877443	0.1476861167002012	0.9693851632844388	
95	0.08695023293280704	0.00842429419694686	0.10728040100588783	0.1118712273641851	0.9524552497365755	
96	0.10201716167103442	0.00840472820091881	0.08978217838554423	0.16217303822937626	0.725860463174545	
97	0.0902722423950523	0.008326902451810433	0.10161532623548734	0.17142857142857143	0.7049765094696322	
98	0.11605808549193068	0.008248472201606058	0.07650961681305202	0.1818913480885312	0.6728552359494694	
99	0.1019758548861234	0.008525121945874486	0.09122584358247174	0.2056338028169014	1.0200896673171387	
100	0.12081481695666005	0.008419647297993854	0.07491111338292873	0.15090543259557343	1.090978334310082	
